AGREEMENT_RK,TARGET,AGE,GENDER,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FACT_ADDRESS_PROVINCE,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,CREDIT,WORK_TIME,PERSONAL_INCOME
59926549,0,41,1,2,2,1,0,0,1,1,3034.0,228.0,5000.0
59926704,0,42,1,1,1,1,0,0,2,2,6690.0,126.0,10000.0
59926732,0,29,0,1,1,1,0,0,1,1,6990.0,3.0,6200.0
59926912,0,27,0,0,0,1,0,0,1,1,2090.0,24.0,10000.0
59926936,0,40,0,2,2,1,0,0,1,1,7080.0,24.0,20000.0
59927010,0,29,1,0,0,1,0,0,1,1,7380.0,18.0,15000.0
59927078,0,53,1,0,0,1,0,0,1,1,5695.0,120.0,6000.0
59927260,0,46,0,1,0,1,0,0,1,1,9100.0,48.0,8000.0
59927432,0,57,1,2,0,0,1,0,1,1,7360.0,,7000.0
59927451,0,32,1,1,1,1,0,0,1,1,4430.0,60.0,10500.0
59927525,0,56,1,0,0,1,0,0,1,1,12500.0,120.0,170000.0
59927554,0,51,1,0,0,1,1,0,1,1,5694.0,312.0,15000.0
59927584,0,31,1,2,2,1,0,0,1,1,17990.0,28.0,15000.0
59927613,0,51,1,2,0,1,0,0,1,1,3690.0,42.0,10000.0
59927690,0,43,1,1,1,1,0,0,1,1,13120.0,360.0,8000.0
59927793,0,35,1,1,1,1,0,0,2,2,30471.0,13.0,10000.0
59927798,0,38,1,0,0,1,0,0,1,1,5500.0,30.0,9000.0
59927827,0,55,0,0,0,1,0,0,1,1,43515.0,420.0,20000.0
59927916,0,37,1,2,2,1,0,0,1,1,83106.0,7.0,60000.0
59927923,0,38,0,2,2,1,0,0,1,1,9000.0,108.0,10000.0
59928049,0,23,1,2,2,1,0,0,1,1,4520.0,48.0,8000.0
59928086,0,53,0,2,0,1,0,0,1,1,21550.0,360.0,7000.0
59928106,0,40,0,2,0,1,0,0,1,1,6750.0,180.0,7800.0
59928443,0,59,1,3,1,1,1,1,2,1,20690.0,180.0,18000.0
59928497,0,37,1,2,2,1,0,0,1,1,5000.0,24.0,10000.0
59928561,1,27,0,2,2,1,0,0,2,2,6600.0,12.0,12000.0
59928609,0,63,1,0,0,1,0,0,1,1,5390.0,120.0,25000.0
59928861,0,57,1,0,0,1,0,0,1,1,9750.0,240.0,12000.0
59928901,1,42,0,0,0,1,0,0,2,2,2889.0,216.0,15000.0
59928942,0,31,0,2,2,1,0,0,3,2,29700.0,84.0,10000.0
59929169,0,33,1,2,2,1,0,0,1,1,2890.0,85.0,3300.0
59929176,0,31,0,1,2,1,0,0,2,1,29615.0,27.0,30000.0
59929197,0,51,1,2,0,1,0,0,2,1,5740.0,336.0,8000.0
59929552,0,28,0,1,2,1,0,0,2,2,4673.0,40.0,25000.0
59929697,0,27,1,1,1,1,0,0,1,1,5490.0,36.0,6000.0
59929797,0,48,0,1,1,1,0,0,1,1,11590.0,36.0,10000.0
59929832,0,24,0,1,1,1,0,0,1,1,35530.0,12.0,6500.0
59929846,0,29,0,1,1,1,0,0,1,1,5436.0,12.0,25000.0
59929855,0,66,1,1,0,1,1,0,1,1,3350.0,468.0,9300.0
59929948,0,49,0,1,1,1,0,0,1,1,3690.0,96.0,10000.0
59930128,0,23,0,0,0,1,0,0,1,1,6990.0,24.0,15000.0
59930152,0,34,0,1,1,1,0,0,1,1,8880.0,60.0,8000.0
59930194,1,35,0,0,0,1,0,0,1,1,11727.0,6.0,13000.0
59930219,0,34,1,1,1,1,0,0,2,2,32800.0,120.0,18000.0
59930389,0,49,1,0,0,1,0,0,1,1,13920.0,36.0,10000.0
59930422,0,29,0,0,0,1,0,0,1,1,24330.0,18.0,20000.0
59930424,0,57,0,3,0,1,0,0,1,1,12999.0,72.0,12000.0
59930490,0,63,1,3,0,1,1,0,1,1,37880.0,410.0,20000.0
59930738,0,33,0,0,0,1,0,0,1,1,16730.0,48.0,35000.0
59930942,0,50,1,1,0,0,1,0,1,1,40000.0,,8000.0
59931044,0,48,1,0,0,1,0,0,1,1,17466.0,168.0,18000.0
59931084,0,36,1,1,0,1,0,0,1,1,6800.0,60.0,17000.0
59931383,0,34,0,2,2,1,0,0,2,1,6100.0,12.0,6000.0
59931442,0,23,0,0,0,1,0,0,1,1,4888.0,23.0,5500.0
59931474,0,29,0,0,0,1,0,0,1,1,18643.0,18.0,28000.0
59931501,0,47,1,2,0,1,0,0,1,1,7900.0,84.0,9000.0
59931579,0,34,1,1,1,1,0,0,1,1,20000.0,36.0,14000.0
59931599,0,57,1,0,0,0,1,0,1,1,13990.0,,9000.0
59931767,0,53,1,0,0,1,0,0,1,1,9850.0,12.0,7000.0
59931796,0,61,1,0,0,0,1,0,1,1,4000.0,,7000.0
59931959,0,34,1,2,2,1,0,0,1,1,12650.0,96.0,10000.0
59931983,1,47,1,1,0,1,0,0,1,1,3196.0,60.0,25000.0
59932008,0,24,0,0,0,1,0,0,1,1,13598.0,24.0,20000.0
59932142,0,56,1,0,0,0,1,0,1,1,13000.0,,10000.0
59932520,0,42,0,1,0,1,0,0,1,1,11680.0,6.0,10000.0
59932632,0,62,1,0,0,1,1,0,2,2,41100.0,36.0,15000.0
59932724,1,37,1,2,2,1,0,0,2,2,10530.0,50.0,12000.0
59932922,0,41,1,2,0,1,0,0,1,1,6299.0,1.0,15000.0
59933024,0,49,1,1,1,1,0,0,1,1,5750.0,36.0,2300.0
59933083,1,25,1,0,0,1,0,0,1,1,7500.0,30.0,12000.0
59933136,0,39,0,1,1,1,0,0,2,2,3600.0,48.0,20000.0
59933153,0,25,0,0,0,1,0,0,1,1,5870.0,24.0,12000.0
59933221,0,44,1,1,1,1,0,0,1,1,9700.0,96.0,7000.0
59933246,1,23,1,1,1,1,0,0,1,1,11786.85,36.0,12000.0
59933395,0,27,0,1,1,1,0,0,1,1,4700.0,7.0,15000.0
59933459,0,36,1,0,0,1,0,0,2,2,10590.0,38.0,8000.0
59933661,0,47,1,1,0,1,0,0,1,1,14400.0,18.0,30000.0
59933854,0,56,1,1,1,1,1,0,1,1,12557.0,240.0,10000.0
59933862,0,30,0,1,1,1,0,0,1,1,3550.0,60.0,6000.0
59934004,0,48,1,0,0,1,0,0,1,1,2872.0,288.0,12000.0
59934011,0,50,0,0,0,1,0,0,1,1,6990.0,72.0,15000.0
59934078,0,30,1,2,2,1,0,0,1,1,24423.0,60.0,15000.0
59934125,0,49,1,0,0,1,0,0,1,1,5000.0,60.0,5000.0
59934296,0,27,0,1,1,1,0,0,1,1,5590.0,8.0,12000.0
59934364,1,39,0,2,2,1,0,0,1,1,15450.0,36.0,32000.0
59934448,0,53,1,0,0,1,0,0,2,2,5190.0,120.0,20000.0
59934534,0,44,0,2,0,1,0,0,1,1,10880.0,60.0,10000.0
59934860,0,52,1,1,0,0,1,0,1,1,8890.0,,5500.0
59935108,0,24,1,0,0,1,0,0,2,1,3000.0,7.0,12000.0
59935125,0,25,1,1,1,1,0,0,1,1,7600.0,12.0,13500.0
59935139,0,60,1,0,0,1,1,0,1,1,12300.0,12.0,5000.0
59935159,0,40,0,2,2,1,0,0,2,2,4983.0,216.0,11000.0
59935199,0,48,1,0,0,1,0,0,1,1,7490.0,288.0,15000.0
59935377,0,38,0,2,2,1,0,0,1,1,6740.0,216.0,21000.0
59935448,1,35,0,0,0,1,0,0,1,1,28110.0,49.0,28000.0
59935469,0,33,1,1,1,1,0,0,2,1,14450.0,60.0,18000.0
59935708,0,29,0,0,0,1,0,0,1,1,15650.0,27.0,35000.0
59935718,0,58,1,2,1,1,0,0,1,1,33978.63,36.0,30000.0
59935837,0,49,1,0,0,1,1,0,3,2,10000.0,96.0,7500.0
59935839,0,66,1,0,0,0,1,0,2,2,10650.0,,8400.0
59935875,1,50,1,2,0,1,0,0,1,1,8055.0,53.0,5600.0
59935933,0,34,1,1,1,1,0,0,1,1,17960.0,84.0,15000.0
59936064,0,58,0,0,0,1,0,0,1,1,22969.0,120.0,13000.0
59936342,0,49,1,0,0,1,0,0,1,1,13351.0,84.0,20000.0
59936570,0,42,1,1,1,1,0,0,2,1,50929.82,84.0,25000.0
59936617,0,34,1,2,2,1,0,0,1,1,7454.0,18.0,6000.0
59936794,0,37,1,2,2,1,0,0,1,1,18230.0,72.0,9800.0
59936799,1,27,0,1,1,1,0,0,1,1,4845.0,5.0,12000.0
59936804,0,60,0,0,0,1,0,0,1,1,6720.0,480.0,11000.0
59936830,0,37,1,1,1,1,0,0,1,1,12396.0,36.0,15000.0
59936839,0,38,1,0,0,1,0,0,1,1,7250.0,120.0,10000.0
59937023,0,43,1,1,1,1,0,0,1,1,4922.0,228.0,9000.0
59937024,0,35,1,0,0,1,0,0,1,1,21771.0,204.0,15000.0
59937151,0,39,1,1,1,1,0,0,1,1,11754.0,97.0,6500.0
59937320,0,42,1,1,0,1,0,0,1,1,15824.0,144.0,10000.0
59937564,0,32,1,1,0,1,0,0,1,1,5940.0,120.0,7000.0
59937712,0,49,0,3,0,1,0,0,1,1,31580.0,192.0,15000.0
59937776,0,35,0,1,1,1,0,0,1,1,38250.0,24.0,35000.0
59937805,1,42,1,1,0,1,0,0,1,1,2690.0,12.0,10000.0
59937843,1,35,0,2,2,1,0,0,1,1,10890.0,8.0,25000.0
59937903,0,38,0,2,2,1,0,0,1,1,5602.0,156.0,10000.0
59938197,1,43,1,1,1,1,0,0,1,1,22499.0,144.0,12500.0
59938227,0,37,1,0,0,1,0,0,1,1,7790.0,13.0,10000.0
59938300,1,51,1,2,0,1,0,0,1,1,2572.0,84.0,7000.0
59938618,0,44,0,0,0,1,0,0,1,1,20320.0,132.0,20000.0
59938735,0,31,1,0,0,1,0,0,2,1,4458.0,26.0,10000.0
59938893,0,32,1,0,0,1,0,0,1,1,19520.0,60.0,14000.0
59939017,0,51,1,0,0,1,0,0,1,1,14690.0,96.0,10000.0
59939096,0,52,1,2,0,1,0,0,1,1,2704.0,60.0,10000.0
59939171,0,62,1,1,0,0,1,0,1,1,3990.0,,6000.0
59939180,0,63,0,0,0,0,1,0,1,1,4293.0,,4300.0
59939268,1,35,1,0,0,1,0,0,1,1,13952.73,12.0,12000.0
59939374,0,25,0,0,0,1,0,0,1,1,7830.0,42.0,10000.0
59939381,0,53,1,3,0,0,1,0,1,1,5445.0,,5000.0
59939625,0,25,0,0,0,1,0,0,2,1,4070.0,8.0,24000.0
59939725,0,27,0,1,1,1,0,0,1,1,4720.0,4.0,7000.0
59939737,0,55,0,0,0,1,0,0,1,1,14860.0,396.0,20000.0
59939829,0,48,0,0,0,1,0,0,1,1,8700.0,3.0,12000.0
59939964,0,44,1,0,0,1,0,0,1,1,3023.58,252.0,10000.0
59940247,0,61,1,4,0,0,1,0,1,1,9990.0,,6200.0
59940316,0,61,1,2,0,0,1,0,1,1,5000.0,,4500.0
59940352,0,47,1,0,0,1,0,0,1,1,9990.0,60.0,20000.0
59940513,0,59,0,1,1,1,0,0,1,1,12530.0,36.0,20000.0
59940804,0,48,1,0,0,0,1,0,1,1,13390.0,,7000.0
59940865,0,29,1,1,1,1,0,0,1,1,5090.0,2.0,15000.0
59959596,0,46,1,2,1,1,0,1,1,1,3699.0,1.0,15000.0
59959659,0,46,0,0,0,1,0,0,1,1,3731.0,4.0,10000.0
59959827,0,61,1,0,0,0,1,0,1,1,11500.0,,5000.0
59959841,0,65,1,0,0,0,1,0,1,1,4150.0,,6000.0
59959893,0,35,1,2,2,1,0,0,1,1,12537.0,72.0,11000.0
59960027,0,50,1,0,0,0,1,0,1,1,6000.0,,8000.0
59960165,0,45,1,1,0,1,0,0,1,1,10987.0,216.0,20000.0
59960311,0,50,1,1,1,1,0,0,1,1,25050.0,144.0,16000.0
59960473,0,44,1,1,1,1,0,0,1,1,39327.2,84.0,20000.0
59960871,0,28,0,0,0,1,0,0,1,1,4230.0,24.0,20000.0
59961022,0,22,0,0,0,1,0,0,1,1,17995.0,36.0,12000.0
59961183,0,58,1,0,0,0,1,0,1,1,2600.0,,9000.0
59961222,0,38,0,3,3,1,0,0,1,1,5000.0,36.0,12000.0
59961282,0,43,1,0,0,1,0,0,1,1,40410.0,48.0,40000.0
59961652,0,41,0,2,2,1,0,0,1,1,3000.0,180.0,30000.0
59961674,0,53,0,0,0,1,0,0,1,1,2724.0,144.0,15000.0
59961924,0,30,1,1,1,1,0,0,1,1,3990.0,12.0,10000.0
59961994,0,39,1,2,2,1,0,0,1,0,12250.0,48.0,10000.0
59962281,0,26,0,0,0,1,0,0,1,1,17940.0,10.0,6000.0
59962548,0,26,0,1,1,1,0,0,1,1,4208.0,36.0,15000.0
59963195,0,61,1,0,0,0,1,0,1,1,4140.0,,4950.0
59963382,0,58,0,2,0,1,0,0,1,1,9100.0,372.0,5500.0
59963388,0,57,0,3,0,1,0,0,1,1,2650.0,384.0,7000.0
59963500,0,51,0,4,0,1,0,0,1,1,7872.0,120.0,15000.0
59963503,0,48,1,2,0,1,0,0,1,1,2065.5,324.0,8000.0
59963696,0,35,0,1,1,1,0,0,1,0,5000.0,120.0,15000.0
59963728,1,39,0,2,1,1,0,0,1,0,13490.0,48.0,8000.0
59963789,0,42,0,1,1,1,0,0,1,0,5490.0,12.0,28000.0
59964073,0,34,0,2,2,1,0,0,1,1,3639.0,56.0,10000.0
59964749,0,34,0,1,1,1,0,0,1,0,7370.0,12.0,11000.0
59965101,0,47,1,0,0,1,0,0,1,0,3960.0,13.0,5000.0
59965218,0,29,1,1,1,1,0,0,1,1,2400.0,24.0,11000.0
59965290,0,45,0,1,0,1,0,0,1,1,8499.0,6.0,7000.0
59965423,0,54,1,0,0,1,0,0,1,0,12700.0,10.0,6000.0
59965770,0,48,1,2,0,1,0,0,1,0,14996.0,120.0,9000.0
59965990,0,23,1,0,0,1,0,0,1,0,13450.0,38.0,13000.0
59966257,0,50,1,1,0,1,0,0,1,0,5340.0,324.0,7000.0
59966422,0,53,1,1,0,1,0,0,1,0,21473.0,24.0,15000.0
59966502,0,39,0,1,1,1,0,0,1,0,5670.0,19.0,8000.0
59966600,0,45,1,1,0,1,0,0,1,0,19000.0,65.0,12000.0
59966625,0,46,1,0,0,1,0,0,1,0,21237.0,204.0,20000.0
59966861,0,27,1,1,1,1,0,0,1,0,19600.0,36.0,6000.0
59966928,0,57,1,2,0,0,1,0,1,0,19750.0,,6500.0
59966946,0,60,1,2,0,0,1,0,1,1,5450.0,,6000.0
59966989,1,33,0,3,3,1,0,0,1,0,8195.0,24.0,10000.0
59967229,0,57,0,2,0,1,1,0,1,0,27518.0,24.0,14000.0
59967312,0,56,0,3,0,1,0,0,1,0,15780.0,108.0,10000.0
59967428,0,59,1,0,0,1,0,0,1,1,4680.0,60.0,8000.0
59967705,0,45,1,2,0,1,0,0,1,0,7625.0,60.0,5000.0
59967858,0,43,0,0,0,1,0,0,1,1,7472.0,180.0,30000.0
59968198,0,40,0,2,2,1,0,0,1,0,22962.0,144.0,17000.0
59968281,0,34,1,0,0,1,0,0,1,0,12600.0,84.0,10000.0
59968297,0,26,1,2,2,1,0,0,1,0,3604.0,7.0,6000.0
59968300,0,27,1,2,2,1,0,0,1,0,8000.0,54.0,10000.0
59968305,1,39,1,2,1,1,0,0,1,0,11670.0,24.0,12000.0
59968371,0,41,1,0,0,1,0,0,1,0,11600.0,72.0,8000.0
59968581,0,27,1,0,0,1,0,0,1,0,5990.0,13.0,6000.0
59968595,0,53,1,1,0,1,0,0,1,0,8369.0,180.0,13000.0
59968635,0,35,1,1,1,1,0,0,1,0,24000.0,72.0,8000.0
59968922,0,50,0,0,0,1,0,0,1,0,31000.0,24.0,15000.0
59968999,1,34,1,0,0,1,0,0,1,0,21080.0,180.0,5000.0
59969048,0,44,0,3,0,1,0,0,1,0,60888.0,120.0,25000.0
59969123,0,58,0,0,0,1,0,0,1,0,11589.0,132.0,7000.0
59969141,0,36,1,2,2,1,0,0,1,0,14387.0,60.0,18000.0
59969211,0,64,0,3,0,0,1,0,1,0,18260.0,,6000.0
59969405,0,24,1,0,0,1,0,0,1,0,24110.0,15.0,15000.0
59969541,0,32,1,2,2,1,0,0,1,0,16470.0,24.0,9000.0
59969571,0,26,0,1,1,1,0,0,2,1,4891.0,24.0,10000.0
59969781,0,31,0,1,1,1,0,0,1,0,7366.0,144.0,10000.0
59969988,0,27,1,0,0,1,0,0,1,1,4995.0,18.0,13000.0
59970015,0,39,1,1,1,1,0,0,1,1,15000.0,36.0,6500.0
59970019,0,59,1,1,0,0,1,0,1,0,13990.0,,4000.0
59970582,0,52,1,0,0,1,0,0,1,0,29198.0,96.0,16000.0
59971711,0,25,1,0,0,1,0,0,1,0,14990.95,6.0,20000.0
59971939,0,30,1,1,1,1,0,0,1,0,22139.0,18.0,20000.0
59972108,1,29,1,1,1,1,0,0,1,0,35669.0,6.0,9500.0
59972120,0,26,0,0,0,1,0,0,1,1,7990.0,30.0,15000.0
59972240,1,35,1,0,0,1,0,0,1,0,8917.0,168.0,7800.0
59972495,0,38,1,1,1,1,0,0,1,1,34766.0,216.0,24000.0
59972509,1,45,1,1,0,1,0,0,1,0,55000.0,204.0,18000.0
59972881,0,52,1,2,1,0,1,0,1,0,4495.0,,4600.0
59972887,0,46,1,2,1,1,0,0,1,0,18600.0,12.0,36000.0
59973018,0,58,0,3,0,1,0,0,1,0,3390.0,36.0,6000.0
59973106,0,29,1,0,0,1,0,0,1,0,6757.0,111.0,15000.0
